Module,Transition,Spectrum_RelErr,Baseline_MSE,Baseline_MAE,Baseline_RelErr,Inner_MSE,Inner_MAE,Inner_RelErr,Ambient_MSE,Ambient_MAE,Ambient_RelErr,Drift_Ratio
Lang_L8.self_attn.v_proj,Base->Stage2,7.71088652367073e-05,5.9167226467252336e-09,4.8198427536005894e-05,0.0030533493424869606,4.959132296083296e-09,5.173801672023045e-05,0.0027953663781324543,3.773434481783889e-12,1.5347072391268049e-06,7.710886259321422e-05,1314.2224464273377
Lang_L8.self_attn.o_proj,Base->Stage1,2.544980899150311e-05,8.716875010996518e-10,1.336980572270996e-05,0.0011652983761721888,4.1577263128122805e-13,5.143455269348074e-07,2.544981799821298e-05,4.157726312810077e-13,5.143455269346569e-07,2.5449817998206232e-05,1.00000000000053
Lang_L8.self_attn.o_proj,Stage1->Stage2,6.642029331345976e-05,5.912726898263765e-09,4.786293662562002e-05,0.0030349443935066105,2.8319665183761688e-12,1.3422566331112713e-06,6.64203080675949e-05,2.8319665183758004e-12,1.3422566331111584e-06,6.64203080675906e-05,1.0000000000001301
Lang_L8.self_attn.o_proj,Base->Stage2,6.899111268821536e-05,6.42077152561542e-09,5.062066238660512e-05,0.003162644930881361,3.0554356549190392e-12,1.3942419504650618e-06,6.899115242940869e-05,3.055435654919452e-12,1.3942419504651471e-06,6.899115242941336e-05,0.9999999999998649
Lang_L8.mlp.gate_proj,Base->Stage1,9.75876589186616e-06,8.546068664371619e-10,1.2485018120663625e-05,0.000991118140703939,6.937832984563364e-10,1.6990722025625806e-05,0.0008930055472331434,8.285246664529456e-14,2.28143832357606e-07,9.758767194011733e-06,8373.719293434438
Lang_L8.mlp.gate_proj,Stage1->Stage2,2.7865196063635405e-05,7.421704900488539e-09,5.271421657183562e-05,0.0029207405453085776,6.013198708130335e-09,5.6995548273310743e-05,0.0026290201589369002,6.755223676106334e-13,6.513987846831485e-07,2.7865125626951748e-05,8901.55381441981
Lang_L8.mlp.gate_proj,Base->Stage2,2.8716962929955083e-05,7.895382373870483e-09,5.505165757376103e-05,0.0030125046251485966,6.393506647007247e-09,5.909810951190856e-05,0.0027108825311353236,7.174516826064613e-13,6.71253057382755e-07,2.871689417198303e-05,8911.410763969498
Lang_L8.mlp.up_proj,Base->Stage1,1.1852287304864994e-05,9.259750374979206e-10,1.3944098041719837e-05,0.0011932148030847274,7.417963634934147e-10,1.8085258514235308e-05,0.0010679756308308922,9.136219143998712e-14,2.3778184686295828e-07,1.1852289397858128e-05,8119.292584839942
Lang_L8.mlp.up_proj,Stage1->Stage2,3.293900574361682e-05,6.868669083429597e-09,5.254646620699893e-05,0.0032497814680098568,5.4333580700448136e-09,5.5054279677568436e-05,0.0028903605729435635,7.056396661027123e-13,6.587392022476438e-07,3.293891988175057e-05,7699.904542007335
Lang_L8.mlp.up_proj,Base->Stage2,3.412812799270611e-05,7.3955081805273065e-09,5.522233496799484e-05,0.003372111077579668,5.836369917307349e-09,5.7390136950127336e-05,0.0029956375523491436,7.575077858993209e-13,6.824772927773139e-07,3.412804505780762e-05,7704.699576623297
Lang_L8.mlp.down_proj,Base->Stage1,1.2310713783983765e-05,9.540998603232595e-10,1.4329539295908476e-05,0.0012308150276547486,7.626207393078029e-10,1.8421271409559343e-05,0.001100398981685982,9.544976740311726e-14,2.439383962260165e-07,1.231071596218658e-05,7989.7600597285145
Lang_L8.mlp.down_proj,Stage1->Stage2,3.291230934430742e-05,6.951329501409156e-09,5.319527344302289e-05,0.0033222208337237535,5.521218140898794e-09,5.555264729913153e-05,0.002960820049493859,6.822208130698296e-13,6.516783172014349e-07,3.291220975271507e-05,8093.007476647686
Lang_L8.mlp.down_proj,Base->Stage2,3.440694411494745e-05,7.497376618657577e-09,5.5979076324470555e-05,0.0034502393466603726,5.941247167889244e-09,5.795932911559735e-05,0.003071378713163944,7.455909189425029e-13,6.80834916810276e-07,3.44068460884181e-05,7968.507953819929
Lang_L9.self_attn.q_proj,Base->Stage1,2.3483163794583537e-05,9.620802691684604e-10,1.4097275035079154e-05,0.0010960557162060524,4.416308808850297e-13,5.297740377978641e-07,2.3483168492591687e-05,4.416308808851848e-13,5.297740377980279e-07,2.348316849259581e-05,0.9999999999996488
Lang_L9.self_attn.q_proj,Stage1->Stage2,6.834155151817544e-05,7.1286774430610195e-09,5.2871811005352626e-05,0.0029835275334364,3.740379891163794e-12,1.5409774231255547e-06,6.834132972834004e-05,3.7403798911637685e-12,1.540977423125579e-06,6.834132972833981e-05,1.0000000000000069
Lang_L9.self_attn.q_proj,Base->Stage2,7.056596146923379e-05,7.653004327524554e-09,5.548540453460815e-05,0.003091302800914538,3.987831003664615e-12,1.5910287919029164e-06,7.056574657773675e-05,3.987831003663884e-12,1.5910287919027565e-06,7.056574657773029e-05,1.0000000000001834
Lang_L9.self_attn.k_proj,Base->Stage1,2.2420785875338287e-05,8.566350015457383e-10,1.2523745282679716e-05,0.0008767750473372093,7.263304272464156e-10,1.677930307651687e-05,0.0008073417147024546,5.601716901049227e-13,5.90055560487161e-07,2.242078696241042e-05,1296.6210897062124
Lang_L9.self_attn.k_proj,Stage1->Stage2,6.645268579569795e-05,6.997120880400434e-09,5.015433911625955e-05,0.002505817080728552,5.857215629562067e-09,5.518486126634445e-05,0.002292636926807841,4.920899882016675e-12,1.7533617253386728e-06,6.645259446502313e-05,1190.2732772449076
Lang_L9.self_attn.k_proj,Base->Stage2,7.046710526259287e-05,7.434174997179749e-09,5.2343551734033295e-05,0.0025828909278958574,6.190481896042076e-09,5.716942899684215e-05,0.002356958337342624,5.53340371472802e-12,1.8582208893179632e-06,7.046701183114785e-05,1118.7475584991457
Lang_L9.self_attn.v_proj,Base->Stage1,2.718153286984879e-05,9.419468430267494e-10,1.4267148130020502e-05,0.0011791783157655998,8.087048568870814e-10,1.826652307128128e-05,0.0010926002925645995,5.005135993440149e-13,5.55820922758714e-07,2.7181550596045773e-05,1615.7500174760273
Lang_L9.self_attn.v_proj,Stage1->Stage2,8.445950016034882e-05,6.635595877494896e-09,5.145462990396865e-05,0.0031297141651605398,5.584706133650401e-09,5.5083131326607535e-05,0.0028712094449587357,4.832417409261157e-12,1.7241444353827594e-06,8.445919374735136e-05,1155.6754437121904
Lang_L9.self_attn.v_proj,Base->Stage2,8.877171284411241e-05,7.179323096636076e-09,5.426849245360188e-05,0.003255415751551501,6.026985633074356e-09,5.769178118790107e-05,0.0029827358169367837,5.3384747407441845e-12,1.8131587340592462e-06,8.877144867826314e-05,1128.9714620311556
Lang_L9.self_attn.o_proj,Base->Stage1,2.7725432361295024e-05,9.983634532242352e-10,1.4828906879923304e-05,0.0012429253441375238,4.967694447698523e-13,5.621256898528906e-07,2.7725420659865763e-05,4.967694447695159e-13,5.621256898527424e-07,2.772542065985638e-05,1.0000000000006772
Lang_L9.self_attn.o_proj,Stage1->Stage2,6.826578248625114e-05,6.54526879655084e-09,5.120253653901827e-05,0.0031824686037480354,3.011651620351078e-12,1.383402237623833e-06,6.826573190012308e-05,3.011651620350179e-12,1.3834022376236798e-06,6.826573190011287e-05,1.0000000000002984
Lang_L9.self_attn.o_proj,Base->Stage2,7.18765457700094e-05,7.13128025205525e-09,5.4268435523516234e-05,0.0033218815049625367,3.338663244435386e-12,1.4565960178522295e-06,7.187646217299821e-05,3.3386632444339716e-12,1.4565960178519038e-06,7.187646217298299e-05,1.0000000000004237
Lang_L9.mlp.gate_proj,Base->Stage1,9.277356917529172e-06,8.928554722477825e-10,1.288442625667949e-05,0.0009988608661799898,7.222004796242447e-10,1.7389869876651443e-05,0.0008983453049309527,7.702288395668377e-14,2.193390459242426e-07,9.27735775000275e-06,9376.44038400843
Lang_L9.mlp.gate_proj,Stage1->Stage2,3.0329360931332026e-05,7.768508325755162e-09,5.42757015914672e-05,0.0029463405841804605,6.262249090994872e-09,5.8273735842287496e-05,0.0026453266024880425,8.231854519375913e-13,7.149026340457703e-07,3.0329340964601883e-05,7607.33693271056
Lang_L9.mlp.gate_proj,Base->Stage2,3.1124370320245737e-05,8.264506694058884e-09,5.666946741951636e-05,0.0030389433064076303,6.65684512656367e-09,6.040278496380231e-05,0.0027273969892179636,8.669067681346741e-13,7.338333402033241e-07,3.112435262288883e-05,7678.847796848125
Lang_L9.mlp.up_proj,Base->Stage1,1.2474283163052077e-05,9.685581155861615e-10,1.4518354692984956e-05,0.0012423868069138485,7.707594670971692e-10,1.8565805807446542e-05,0.0011082900202308782,9.764350770733322e-14,2.450894484488012e-07,1.2474285366388866e-05,7893.606909405239
Lang_L9.mlp.up_proj,Stage1->Stage2,3.424639553034254e-05,7.137151136837629e-09,5.4232638545016916e-05,0.003372527930678981,5.592657104783291e-09,5.604084196576512e-05,0.002985397774727863,7.35938899770769e-13,6.721692409651322e-07,3.424632611183791e-05,7599.349764668368
Lang_L9.mlp.up_proj,Base->Stage2,3.581941300337379e-05,7.693831269204309e-09,5.701587070975774e-05,0.0035015830973779806,6.010866849861635e-09,5.841323472914007e-05,0.0030950071898269353,8.050986622965752e-13,7.025805143116929e-07,3.581934672311856e-05,7466.000294566885
Lang_L9.mlp.down_proj,Base->Stage1,1.2549902035526697e-05,1.0131669939696685e-09,1.5101363772997556e-05,0.001296791720603227,8.041075348593272e-10,1.9048808065839632e-05,0.0011552787319023556,9.489022919471138e-14,2.426305446939273e-07,1.2549905633672707e-05,8474.081490617196
Lang_L9.mlp.down_proj,Stage1->Stage2,3.63553010222937e-05,7.186991364269921e-09,5.484087578405037e-05,0.0034538417579390397,5.651194805987464e-09,5.645488516734345e-05,0.003062661602121157,7.962988069419645e-13,7.034210746336698e-07,3.6355230872337924e-05,7096.826915627078
Lang_L9.mlp.down_proj,Base->Stage2,3.8127137282989436e-05,7.770022706000554e-09,5.7755753080506116e-05,0.003591203522641725,6.091396586374657e-09,5.8914685875622836e-05,0.0031797085322100246,8.758086303869521e-13,7.37412597329204e-07,3.812707464551139e-05,6955.168486617151
Lang_L10.self_attn.q_proj,Base->Stage1,2.6603217335567355e-05,1.0072745791472373e-09,1.4929990250815706e-05,0.001183993420274705,5.085323030096689e-13,5.664310559372829e-07,2.660324565656097e-05,5.085323030103868e-13,5.664310559375862e-07,2.6603245656579743e-05,0.9999999999985882
Lang_L10.self_attn.q_proj,Stage1->Stage2,7.287091366546648e-05,7.994194338684654e-09,5.814349068150593e-05,0.0033354948188258544,3.815555064152637e-12,1.5533948891186183e-06,7.287050550264397e-05,3.8155550641525505e-12,1.5533948891187242e-06,7.287050550264315e-05,1.0000000000000226
Lang_L10.self_attn.q_proj,Base->Stage2,7.608742125828426e-05,8.564721845283101e-09,6.082328858344338e-05,0.0034524671185307697,4.1598335296435634e-12,1.6212488826722974e-06,7.608707607918351e-05,4.159833529643234e-12,1.6212488826722184e-06,7.608707607918048e-05,1.0000000000000793
Lang_L10.self_attn.k_proj,Base->Stage1,2.5540496912697692e-05,9.248037632845436e-10,1.4064130311880474e-05,0.0010657128036468371,7.827144885381284e-10,1.78780302713396e-05,0.000980431092909332,5.311618456376056e-13,5.693251668505401e-07,2.5540466471583405e-05,1473.5894435312073
Lang_L10.self_attn.k_proj,Stage1->Stage2,8.32955547337158e-05,7.622904367684476e-09,5.588768083544804e-05,0.0030596628915477595,6.278470564698861e-09,5.8736869301414925e-05,0.002776772341558727,5.649537179647884e-12,1.8697586510928692e-06,8.329516237255084e-05,1111.3247625516426
Lang_L10.self_attn.k_proj,Base->Stage2,8.619048643861771e-05,8.141563184572199e-09,5.837431127297954e-05,0.0031620391476921096,6.683562306732947e-09,6.097194402434391e-05,0.0028649519605107076,6.049045478254697e-12,1.934718286008273e-06,8.618997771321379e-05,1104.8953641957614
Lang_L10.self_attn.v_proj,Base->Stage1,2.608935174064742e-05,8.339404758192213e-10,1.3206150741851275e-05,0.0010868901954253476,7.135166326227539e-10,1.7044021929971597e-05,0.0010053567432193986,4.804973294256468e-13,5.418441189787768e-07,2.608937250414015e-05,1484.954418946807
Lang_L10.self_attn.v_proj,Stage1->Stage2,6.988136850168539e-05,5.9219928216294175e-09,4.778050210818563e-05,0.002896359638978173,4.974495708458365e-09,5.164456287118605e-05,0.0026545632572450807,3.4473590099409797e-12,1.4464348936283622e-06,6.988143351700463e-05,1442.9874272199838
Lang_L10.self_attn.v_proj,Base->Stage2,7.389139209785546e-05,6.416340875798777e-09,5.048048798395044e-05,0.0030148260747568214,5.372540767794686e-09,5.411599344829732e-05,0.002758724986698708,3.854358436519394e-12,1.5327982384799205e-06,7.389151965128865e-05,1393.887168585768
Lang_L10.self_attn.o_proj,Base->Stage1,2.6062520738402183e-05,9.470211162432061e-10,1.4371324606531265e-05,0.0012164816107928258,4.3469240234241607e-13,5.258035135860314e-07,2.6062540163323893e-05,4.3469240234280966e-13,5.258035135862798e-07,2.60625401633357e-05,0.9999999999990945
Lang_L10.self_attn.o_proj,Stage1->Stage2,6.89760585874176e-05,6.416557454646751e-09,5.0823668436188905e-05,0.003166472783676072,3.044705664297663e-12,1.3911763563620815e-06,6.897589961716986e-05,3.0447056643007805e-12,1.3911763563628555e-06,6.897589961720518e-05,0.9999999999989762
Lang_L10.self_attn.o_proj,Base->Stage2,7.208270266234842e-05,6.975012914013283e-09,5.3754915577902164e-05,0.0033013929831485346,3.3251507326177254e-12,1.4539931781753502e-06,7.208259025674595e-05,3.325150732619573e-12,1.4539931781757377e-06,7.2082590256766e-05,0.9999999999994444
Lang_L10.mlp.gate_proj,Base->Stage1,9.638573652841377e-06,9.352556580195779e-10,1.3252926485333315e-05,0.0010093638860145815,7.655870810410239e-10,1.7881646062447295e-05,0.0009132294076244708,8.52826477025615e-14,2.3128431140321157e-07,9.63857714032197e-06,8977.055727809318
Lang_L10.mlp.gate_proj,Stage1->Stage2,2.8140222372065553e-05,8.007208666935982e-09,5.531512239519764e-05,0.002953404066738698,6.527467047754305e-09,5.9724002926072836e-05,0.002666580134832969,7.26925443593549e-13,6.753844192656527e-07,2.8140203285794246e-05,8979.55506342691
Lang_L10.mlp.gate_proj,Base->Stage2,2.903594923779451e-05,8.531783422118578e-09,5.779336997304205e-05,0.003048612363842104,6.956778894047071e-09,6.199379909875211e-05,0.0027528743904338205,7.739398185392716e-13,6.967658267779218e-07,2.903594004989033e-05,8988.785338861677
Lang_L10.mlp.up_proj,Base->Stage1,1.2762314428999443e-05,1.0089061024622534e-09,1.4944257956464308e-05,0.0012691569736926326,7.968203617713173e-10,1.9062480329089706e-05,0.0011278989119457902,1.02018559633493e-13,2.52340671119053e-07,1.2762317941232779e-05,7810.543146599364
Lang_L10.mlp.up_proj,Stage1->Stage2,3.5390188230277304e-05,7.326433745671591e-09,5.5284843208440816e-05,0.0034200637836069633,5.672834908227607e-09,5.690495504136665e-05,0.0030094557694043773,7.844871118782003e-13,6.984885775833863e-07,3.5390019253556674e-05,7231.265909067443
Lang_L10.mlp.up_proj,Base->Stage2,3.6851023298359414e-05,7.905872950462518e-09,5.8141577758049944e-05,0.003552734945182042,6.0930647379647855e-09,5.931315006418261e-05,0.0031189311552927918,8.505883129053714e-13,7.269531801809474e-07,3.68508574880821e-05,7163.35346432469
Lang_L10.mlp.down_proj,Base->Stage1,1.3210180501197558e-05,1.0450700408052779e-09,1.5456706547225375e-05,0.0013221132918989473,8.307092457608527e-10,1.9508608396555534e-05,0.0011787467126523523,1.0433392390073158e-13,2.555752427191893e-07,1.3210180235378141e-05,7962.024380020733
Lang_L10.mlp.down_proj,Stage1->Stage2,3.655546106821873e-05,7.334394849270082e-09,5.572983447135974e-05,0.003502483353346891,5.733921847536293e-09,5.7232974422394034e-05,0.0030968475108677364,7.9893709657705e-13,7.062932963498927e-07,3.6555289698652476e-05,7176.937799111585
Lang_L10.mlp.down_proj,Base->Stage2,3.8216553454156326e-05,7.935021619854467e-09,5.8703914502578384e-05,0.003643074006484839,6.18254229868592e-09,5.977002540183525e-05,0.0032157145056810627,8.731946640801734e-13,7.384559402255922e-07,3.821637352847062e-05,7080.371139462509
Lang_L11.self_attn.q_proj,Base->Stage1,2.7139947290366444e-05,1.110288361672048e-09,1.576750943019841e-05,0.0012148069564767564,5.541651520915582e-13,5.933905712074717e-07,2.7139946212952977e-05,5.541651520911761e-13,5.933905712072087e-07,2.7139946212943615e-05,1.0000000000006894
Lang_L11.self_attn.q_proj,Stage1->Stage2,7.512204337334522e-05,8.382586592756029e-09,5.92416582016822e-05,0.003337925881047664,4.245765777404221e-12,1.640622511037425e-06,7.512174727863983e-05,4.245765777408233e-12,1.640622511038196e-06,7.51217472786753e-05,0.999999999999055
Lang_L11.self_attn.q_proj,Base->Stage2,7.733753078857133e-05,9.04726119024063e-09,6.23291409539992e-05,0.0034677376114416836,4.4998891592836205e-12,1.6893091508308381e-06,7.733722289136762e-05,4.49988915928417e-12,1.689309150830899e-06,7.733722289137232e-05,0.9999999999998779
Lang_L11.self_attn.k_proj,Base->Stage1,2.8071083478481126e-05,1.0335950653683339e-09,1.4912450382875697e-05,0.001088834646545549,8.694037552732105e-10,1.9086835857892774e-05,0.0009986135942179049,6.869834398213743e-13,6.478420945351971e-07,2.8071127197468025e-05,1265.5381554747057
Lang_L11.self_attn.k_proj,Stage1->Stage2,7.62973637918391e-05,7.877292245892184e-09,5.612174406577353e-05,0.003005894618543538,6.480283185331085e-09,5.947835441841707e-05,0.0027263541173915646,5.075111979871414e-12,1.7707027088681856e-06,7.629710974365608e-05,1276.874916461503
Lang_L11.self_attn.k_proj,Base->Stage2,8.333208316709925e-05,8.558768133078701e-09,5.9407727088234275e-05,0.0031332200889602714,7.008275080815299e-09,6.236867261272306e-05,0.002835246623209389,6.0541390854366074e-12,1.919878966830087e-06,8.333193547942428e-05,1157.6006071076054
Lang_L11.self_attn.v_proj,Base->Stage1,2.7781972944853e-05,1.0603786722252251e-09,1.5389235245688582e-05,0.001217256810885236,8.97530191587053e-10,1.9550216981092864e-05,0.001119892289355558,5.523612158534244e-13,5.858334423577441e-07,2.7781987377586976e-05,1624.8971973898024
Lang_L11.self_attn.v_proj,Stage1->Stage2,8.36652424557914e-05,7.308555969040553e-09,5.434710019613931e-05,0.003195683288010458,6.051900533592796e-09,5.759954792201688e-05,0.0029079961934498633,5.009411465858783e-12,1.7623482385781698e-06,8.36645145880018e-05,1208.1060968616791
Lang_L11.self_attn.v_proj,Base->Stage2,8.696729195107842e-05,7.95606676511731e-09,5.754237118127392e-05,0.003334242265499971,6.552585269973533e-09,6.0433047806393815e-05,0.0030258979946665167,5.412637008292915e-12,1.8308972974593036e-06,8.696658053543662e-05,1210.6086663365859
Lang_L11.self_attn.o_proj,Base->Stage1,2.7828719055946196e-05,1.0492747287503516e-09,1.540574476260187e-05,0.0012465195223305056,5.22971408429706e-13,5.765234112140171e-07,2.782873408764509e-05,5.22971408430645e-13,5.765234112145291e-07,2.782873408767009e-05,0.9999999999982043
Lang_L11.self_attn.o_proj,Stage1->Stage2,7.047009052007418e-05,6.922558412583844e-09,5.3015222747853155e-05,0.003201743195187848,3.3535184711351702e-12,1.4586898885113223e-06,7.046988001508261e-05,3.353518471137184e-12,1.458689888511772e-06,7.046988001510376e-05,0.9999999999993995
Lang_L11.self_attn.o_proj,Base->Stage2,7.292377596457502e-05,7.535918901105879e-09,5.61322443747448e-05,0.0033405754774051663,3.5911191061887348e-12,1.5099741459884585e-06,7.29235975197995e-05,3.5911191061918625e-12,1.5099741459890288e-06,7.292359751983124e-05,0.999999999999129
Lang_L11.mlp.gate_proj,Base->Stage1,1.0099090614487227e-05,1.0102783689772633e-09,1.4169896868168156e-05,0.001080582895034394,8.270480351151459e-10,1.877547907126218e-05,0.0009776939517084997,8.824489176442448e-14,2.3497110880612254e-07,1.0099092471730474e-05,9372.19162014505
Lang_L11.mlp.gate_proj,Stage1->Stage2,2.9662615038090828e-05,8.355706321042364e-09,5.749248642545845e-05,0.003107618412251808,6.8060632132938415e-09,6.137984640244888e-05,0.002804684997590564,7.612788217355368e-13,6.898608584424892e-07,2.9662515374432622e-05,8940.30284170735
Lang_L11.mlp.gate_proj,Base->Stage2,3.0213383136607886e-05,8.923290015047492e-09,6.012937043038034e-05,0.003211431081468607,7.269436791064951e-09,6.377822308655999e-05,0.0028985879642080955,7.898120455050047e-13,7.026328141401639e-07,3.0213287178639244e-05,9204.008513717821
Lang_L11.mlp.up_proj,Base->Stage1,1.2598443980707683e-05,1.0231182785327432e-09,1.4956183008253897e-05,0.0012499845167107857,8.039171226254263e-10,1.9178313440497263e-05,0.001108019366102818,1.039323244829103e-13,2.5583790180373405e-07,1.2598447542066217e-05,7735.00570323158
Lang_L11.mlp.up_proj,Stage1->Stage2,3.599275557510613e-05,7.470334589007652e-09,5.5610590999296605e-05,0.0033776144087540295,5.757076852700986e-09,5.72691601974021e-05,0.0029651116775252606,8.482947336942486e-13,7.308683851618047e-07,3.5992617171399724e-05,6786.646932993944
Lang_L11.mlp.up_proj,Base->Stage2,3.772384657952021e-05,8.040775677442606e-09,5.84108943970077e-05,0.003504201045425191,6.165398011276789e-09,5.9614037213234476e-05,0.00306846094995982,9.318559058118593e-13,7.660181233026579e-07,3.772371218304219e-05,6616.256840595242
Lang_L11.mlp.down_proj,Base->Stage1,1.3024052016750466e-05,1.0722754808543345e-09,1.5578636575549887e-05,0.001302777597989734,8.490258908445475e-10,1.9741697335838795e-05,0.0011592512194855903,1.0716629081267539e-13,2.5990582954965695e-07,1.3024054174955523e-05,7922.508882281168
Lang_L11.mlp.down_proj,Stage1->Stage2,3.610057929100556e-05,7.539248237172966e-09,5.627937889766655e-05,0.003454453002609039,5.874469518944562e-09,5.786449782123414e-05,0.003049296072078148,8.233683201536109e-13,7.198024420710013e-07,3.6100427391605684e-05,7134.6800394853635
Lang_L11.mlp.down_proj,Base->Stage2,3.765724750471201e-05,8.149920973120676e-09,5.926725602390859e-05,0.0035916331037594497,6.325564682439298e-09,6.040211757084585e-05,0.0031642072222899374,8.959073526162037e-13,7.508951641067368e-07,3.7657095295498233e-05,7060.512076352047
Lang_L12.self_attn.q_proj,Base->Stage1,2.5718446236272773e-05,1.0471470812259938e-09,1.5142379096270975e-05,0.0011780232826993514,4.991030237802936e-13,5.631092434018415e-07,2.571847015180937e-05,4.991030237791526e-13,5.631092434012009e-07,2.5718470151779972e-05,1.0000000000022862
Lang_L12.self_attn.q_proj,Stage1->Stage2,7.441807516997513e-05,8.221309341907182e-09,5.8606002339107316e-05,0.0033007987269930003,4.17885020794298e-12,1.6273378863971427e-06,7.441782114789515e-05,4.178850207942739e-12,1.6273378863970986e-06,7.441782114789297e-05,1.0000000000000575
Lang_L12.self_attn.q_proj,Base->Stage2,7.701052128394966e-05,8.800445084467481e-09,6.130393121676556e-05,0.0034150798838584622,4.47508071050463e-12,1.6838225983055721e-06,7.701033002429946e-05,4.475080710504215e-12,1.6838225983055459e-06,7.701033002429588e-05,1.0000000000000928
Lang_L12.self_attn.k_proj,Base->Stage1,2.5347241104979128e-05,9.280691359080814e-10,1.3830645590573454e-05,0.0009931827772188355,7.741918778534801e-10,1.786290760645145e-05,0.0009071170298228355,6.044828846359268e-13,6.126826280866379e-07,2.5347259977860223e-05,1280.7507003606347
Lang_L12.self_attn.k_proj,Stage1->Stage2,7.844655061616617e-05,7.3651042080368755e-09,5.360935390208432e-05,0.0027978583602236134,5.957682767072034e-09,5.694047561283428e-05,0.0025163726947075235,5.789881484412267e-12,1.8997313526967776e-06,7.844605604191578e-05,1028.9818164864907
Lang_L12.self_attn.k_proj,Base->Stage2,8.16072557578162e-05,7.871367458362667e-09,5.605844697442741e-05,0.002892420096408546,6.320872677469296e-09,5.906209737533802e-05,0.0025919391288383624,6.265852463692148e-12,1.9720619099894225e-06,8.16068020187376e-05,1008.7809622227727
Lang_L12.self_attn.v_proj,Base->Stage1,3.088583947176727e-05,1.0011821606604336e-09,1.4910682470059555e-05,0.0012218833289634227,8.356386586634225e-10,1.8987011724123242e-05,0.0011163039199353143,6.396925460882012e-13,6.298856453744258e-07,3.088579846257888e-05,1306.31295264179
Lang_L12.self_attn.v_proj,Stage1->Stage2,7.963262179343372e-05,6.9623868679052605e-09,5.30877378732697e-05,0.003222181047297524,5.689244726996372e-09,5.6043322389027094e-05,0.002912716197915079,4.2524151107806625e-12,1.6244387802776872e-06,7.96321954803847e-05,1337.8855494547274
Lang_L12.self_attn.v_proj,Base->Stage2,8.409118705722728e-05,7.538164134225273e-09,5.601035126012732e-05,0.0033527691971830657,6.112455022814234e-09,5.859851294903047e-05,0.0030191083644734483,4.741911417337424e-12,1.7145331367536156e-06,8.409062522235164e-05,1289.02766940475
Lang_L12.self_attn.o_proj,Base->Stage1,2.7857611141224288e-05,1.0849616473239004e-09,1.5727939704515692e-05,0.0012713327548363326,5.209355274567372e-13,5.755844947635641e-07,2.785762139226701e-05,5.20935527457494e-13,5.755844947638888e-07,2.7857621392287243e-05,0.9999999999985473
Lang_L12.self_attn.o_proj,Stage1->Stage2,7.210556031256207e-05,7.33290351484738e-09,5.483681838540366e-05,0.0033051341297962574,3.4900642782484827e-12,1.489343885645476e-06,7.210540430247288e-05,3.490064278249515e-12,1.4893438856455534e-06,7.210540430248356e-05,0.9999999999997042
Lang_L12.self_attn.o_proj,Base->Stage2,7.440282632368637e-05,7.965173754958738e-09,5.798743990503841e-05,0.0034446787866504514,3.7159948200049254e-12,1.5365755030992308e-06,7.440269272190571e-05,3.715994820004087e-12,1.5365755030991342e-06,7.440269272189731e-05,1.0000000000002256
Lang_L12.mlp.gate_proj,Base->Stage1,9.862386169484131e-06,1.0152266714852506e-09,1.4156670226376425e-05,0.0010572052913845782,8.312633058363709e-10,1.8801396312920834e-05,0.0009566368890194344,8.83503813078034e-14,2.350713110384403e-07,9.862386832042413e-06,9408.712147379843
Lang_L12.mlp.gate_proj,Stage1->Stage2,2.8527145729079943e-05,8.527971961933558e-09,5.793651616101148e-05,0.0030640762171889172,6.942535294337801e-09,6.196002667151814e-05,0.002764621812098145,7.391983756709186e-13,6.793666371241928e-07,2.8527071061819277e-05,9391.97855790274
Lang_L12.mlp.gate_proj,Base->Stage2,2.920871471911335e-05,9.092475200896742e-09,6.05308864752206e-05,0.0031638635463449557,7.404288629043142e-09,6.43229031031111e-05,0.002855080461025499,7.749422062468313e-13,6.955917382995383e-07,2.920864023016911e-05,9554.633325371826
Lang_L12.mlp.up_proj,Base->Stage1,1.380784675957532e-05,1.0500132451107165e-09,1.526969925384088e-05,0.0012743658763329658,8.029663219904998e-10,1.940644397249193e-05,0.0011144110517766687,1.2327033026551401e-13,2.788304075335144e-07,1.3807848869432042e-05,6513.865260691501
Lang_L12.mlp.up_proj,Stage1->Stage2,3.905535245009448e-05,7.588518050548726e-09,5.629343928592826e-05,0.003425894929128413,5.606468247934853e-09,5.6819249048951945e-05,0.0029446944436678055,9.862059819667035e-13,7.883325365819775e-07,3.905524528085413e-05,5684.885663291525
Lang_L12.mlp.up_proj,Base->Stage2,4.077948729232389e-05,8.186360753612144e-09,5.9205101591920836e-05,0.003558287155756355,5.9920246202150794e-09,5.909115819590822e-05,0.0030442642527187306,1.0752022508313018e-12,8.231411000431396e-07,4.07793816231511e-05,5572.927898525412
Lang_L12.mlp.down_proj,Base->Stage1,1.4002804343599005e-05,1.0895714108188543e-09,1.5829488516186613e-05,0.001324196398388908,8.452543362593249e-10,1.9892391072914153e-05,0.0011663214325985313,1.2183759653371973e-13,2.7684451370158754e-07,1.4002810587803018e-05,6937.549330476103
Lang_L12.mlp.down_proj,Stage1->Stage2,3.743657660565111e-05,7.525965963429114e-09,5.6380886250782945e-05,0.00348019929336006,5.680135081746275e-09,5.710607827325937e-05,0.003023446732541459,8.708495868276384e-13,7.409208924585337e-07,3.7436441863793126e-05,6522.5214177778635
