Module,Transition,Domain,Spectrum_RelErr,Baseline_MSE,Baseline_MAE,Baseline_RelErr,Inner_MSE,Inner_MAE,Inner_RelErr,Ambient_MSE,Ambient_MAE,Ambient_RelErr,Drift_Ratio,e_src,e_L,e_R,e_tgt
Lang_L0.self_attn.o_proj,Stage1->Stage2,Lang,7.658363062387154e-05,5.899374838143033e-09,5.070708919855879e-05,0.003448924775409386,2.908729549210778e-12,1.3455982353421477e-06,7.658300400060762e-05,2.908729549212786e-12,1.3455982353426516e-06,7.658300400063405e-05,0.9999999999993096,3.2513389134029436e-13,1.7623627392202863e-13,1.769802517915605e-13,0.003492863579240017
Lang_L0.self_attn.o_proj,Base->Stage2,Lang,7.985056015679981e-05,6.405039852462107e-09,5.346900188313991e-05,0.0035936985503732615,3.1621875397145415e-12,1.399831661192987e-06,7.984992964547482e-05,3.1621875397122853e-12,1.3998316611924123e-06,7.98499296454463e-05,1.0000000000007134,3.2021846455114735e-13,1.738178165820278e-13,1.7479064058603315e-13,0.0036418643366503095
Lang_L0.mlp.gate_proj,Base->Stage1,Lang,1.012061172578375e-05,8.059365065243041e-10,1.2339000166063806e-05,0.0010604378835220882,6.545062270763961e-10,1.649393734120239e-05,0.0009556342608838133,7.340809624896127e-14,2.1299162478871178e-07,1.012061258978643e-05,8915.995108450417,0.12146501343523619,0.12146501343523611,4.953297215694428e-13,0.0012864448338524043
Lang_L0.mlp.gate_proj,Stage1->Stage2,Lang,3.2045558892734605e-05,7.61330179607553e-09,5.471031085108426e-05,0.003259255801097694,6.164516578104012e-09,5.783848076876741e-05,0.0029327931732648707,7.359800812006267e-13,6.729441195133189e-07,3.2045345222930506e-05,8375.92855508759,0.372764405044316,0.37276440504431596,4.856737263864506e-13,0.004073354583993162
Lang_L0.mlp.gate_proj,Base->Stage2,Lang,3.311728890660899e-05,8.071583208039093e-09,5.6922892692983514e-05,0.003355917596739679,6.53502115743616e-09,5.984453793450888e-05,0.0030196417631914245,7.860315669478218e-13,6.952992860343804e-07,3.311707091812807e-05,8313.942381235138,0.3838020692642341,0.38380206926423416,4.953332226657952e-13,0.004209584003365821
Lang_L0.mlp.up_proj,Base->Stage1,Lang,1.1389318183923852e-05,8.200912359661476e-10,1.2950754280369214e-05,0.001195064311674066,6.617282105644042e-10,1.6880593892800953e-05,0.0010734949770682793,7.448611365225503e-14,2.1517245368100072e-07,1.1389321422100994e-05,8883.913767521024,0.12213322398173551,0.12213322398173551,4.5454128022176076e-13,0.001295856299457652
Lang_L0.mlp.up_proj,Stage1->Stage2,Lang,3.534048963383353e-05,7.334212170787426e-09,5.5076992600137574e-05,0.003573827443027284,5.892142292054698e-09,5.7139372470249715e-05,0.0032032693465987045,7.171743374251424e-13,6.664846525342763e-07,3.53402172617041e-05,8215.774023941161,0.3644355915063374,0.3644355915063374,4.591928840675279e-13,0.0040209767044659716
Lang_L0.mlp.up_proj,Base->Stage2,Lang,3.685416691075174e-05,7.802880851649479e-09,5.73844844470296e-05,0.003686246153306889,6.261012548006345e-09,5.918531478699679e-05,0.0033020156840447732,7.799253924251308e-13,6.949431067708437e-07,3.685389335074399e-05,8027.707020203696,0.37566847776432316,0.3756684777643234,4.5454553445036286e-13,0.004193201347202734
Lang_L0.mlp.down_proj,Base->Stage1,Lang,1.1937085165273198e-05,8.806620178372359e-10,1.3530140393124583e-05,0.0011749747908333251,6.883359879160665e-10,1.767464390474297e-05,0.001038781374232021,9.089684696453578e-14,2.399757550179345e-07,1.1937086068186342e-05,7572.715786111116,0.12456340688842242,4.918379449685032e-13,0.1245634068884224,0.0014315073951460147
Lang_L0.mlp.down_proj,Stage1->Stage2,Lang,3.7368194030164086e-05,7.527633448998648e-09,5.607868730668825e-05,0.0034351913825226153,5.8011164753606165e-09,5.764547039761444e-05,0.0030156261359745493,8.907511400368278e-13,7.506638777422727e-07,3.73680038797457e-05,6512.611900918557,0.36160936157552837,4.834506930587239e-13,0.36160936157552837,0.004481231499200638
Lang_L0.mlp.down_proj,Base->Stage2,Lang,3.942072381076664e-05,8.035016984673651e-09,5.856590821475155e-05,0.003549074415144186,6.159295758373919e-09,5.971730196267105e-05,0.0031073289787336123,9.91291591346016e-13,7.908380866736076e-07,3.942052619755576e-05,6213.404624980805,0.3726039500877823,4.918416708611686e-13,0.37260395008778224,0.00472737329722074
